file,line,rule_name,category,status,note
wasm-3.0/2.1-validation.types.spectec,14,Numtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,17,Vectype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,20,Heaptype_ok/abs,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,23,Heaptype_ok/typeuse,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,27,Reftype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,31,Valtype_ok/num,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,35,Valtype_ok/vec,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,39,Valtype_ok/ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,43,Valtype_ok/bot,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,52,Resulttype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,56,Instrtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,71,Expand,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,73,Expand_use/deftype,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,74,Expand_use/typeidx,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,99,Typeuse_ok/typeidx,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,103,Typeuse_ok/rec,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,107,Typeuse_ok/deftype,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,112,Packtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,115,Storagetype_ok/val,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,119,Storagetype_ok/pack,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,123,Fieldtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,128,Comptype_ok/struct,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,132,Comptype_ok/array,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,136,Comptype_ok/func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,142,Subtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,161,Subtype_ok2,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,171,Rectype_ok/empty,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,174,Rectype_ok/cons,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,179,Rectype_ok/_rec2,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,183,Rectype_ok2/empty,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,186,Rectype_ok2/cons,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,192,Deftype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,209,Limits_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,214,Tagtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,219,Globaltype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,223,Memtype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,227,Tabletype_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,233,Externtype_ok/tag,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,237,Externtype_ok/global,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,241,Externtype_ok/mem,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,245,Externtype_ok/table,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.1-validation.types.spectec,249,Externtype_ok/func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,13,Numtype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,16,Vectype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,20,Heaptype_sub/refl,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,23,Heaptype_sub/trans,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,29,Heaptype_sub/eq-any,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,32,Heaptype_sub/i31-eq,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,35,Heaptype_sub/struct-eq,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,38,Heaptype_sub/array-eq,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,41,Heaptype_sub/struct,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,45,Heaptype_sub/array,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,49,Heaptype_sub/func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,53,Heaptype_sub/def,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,57,Heaptype_sub/typeidx-l,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,61,Heaptype_sub/typeidx-r,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,65,Heaptype_sub/rec,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,69,Heaptype_sub/none,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,73,Heaptype_sub/nofunc,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,77,Heaptype_sub/noexn,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,81,Heaptype_sub/noextern,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,85,Heaptype_sub/bot,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,89,Reftype_sub/nonnull,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,93,Reftype_sub/null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,98,Valtype_sub/num,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,102,Valtype_sub/vec,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,106,Valtype_sub/ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,110,Valtype_sub/bot,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,119,Resulttype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,123,Instrtype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,142,Packtype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,146,Storagetype_sub/val,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,150,Storagetype_sub/pack,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,155,Fieldtype_sub/const,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,159,Fieldtype_sub/var,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,165,Comptype_sub/struct,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,169,Comptype_sub/array,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,173,Comptype_sub/func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,179,Deftype_sub/refl,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,183,Deftype_sub/super,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,199,Limits_sub/max,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,204,Limits_sub/eps,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,209,Tagtype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,214,Globaltype_sub/const,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,218,Globaltype_sub/var,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,223,Memtype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,227,Tabletype_sub,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,234,Externtype_sub/tag,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,238,Externtype_sub/global,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,242,Externtype_sub/mem,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,246,Externtype_sub/table,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.2-validation.subtyping.spectec,250,Externtype_sub/func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,18,Instr_ok/nop,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,21,Instr_ok/unreachable,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,25,Instr_ok/drop,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,29,Instr_ok/select-expl,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,33,Instr_ok/select-impl,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,44,Blocktype_ok/valtype,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,48,Blocktype_ok/typeidx,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,53,Instr_ok/block,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,58,Instr_ok/loop,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,63,Instr_ok/if,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,72,Instr_ok/br,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,77,Instr_ok/br_if,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,81,Instr_ok/br_table,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,87,Instr_ok/br_on_null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,92,Instr_ok/br_on_non_null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,96,Instr_ok/br_on_cast,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,104,Instr_ok/br_on_cast_fail,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,115,Instr_ok/call,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,119,Instr_ok/call_ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,123,Instr_ok/call_indirect,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,129,Instr_ok/return,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,135,Instr_ok/return_call,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,143,Instr_ok/return_call_ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,151,Instr_ok/return_call_indirect,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,166,Instr_ok/throw,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,171,Instr_ok/throw_ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,175,Instr_ok/try_table,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,181,Catch_ok/catch,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,186,Catch_ok/catch_ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,191,Catch_ok/catch_all,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,195,Catch_ok/catch_all_ref,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,202,Instr_ok/ref.null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,206,Instr_ok/ref.func,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,211,Instr_ok/ref.i31,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,214,Instr_ok/ref.is_null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,218,Instr_ok/ref.as_non_null,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,222,Instr_ok/ref.eq,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,225,Instr_ok/ref.test,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,231,Instr_ok/ref.cast,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,240,Instr_ok/i31.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,246,Instr_ok/struct.new,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,250,Instr_ok/struct.new_default,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,258,Instr_ok/struct.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,264,Instr_ok/struct.set,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,272,Instr_ok/array.new,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,276,Instr_ok/array.new_default,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,281,Instr_ok/array.new_fixed,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,285,Instr_ok/array.new_elem,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,290,Instr_ok/array.new_data,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,296,Instr_ok/array.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,301,Instr_ok/array.set,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,305,Instr_ok/array.len,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,308,Instr_ok/array.fill,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,312,Instr_ok/array.copy,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,318,Instr_ok/array.init_elem,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,323,Instr_ok/array.init_data,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,332,Instr_ok/extern.convert_any,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,336,Instr_ok/any.convert_extern,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,343,Instr_ok/local.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,347,Instr_ok/local.set,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,351,Instr_ok/local.tee,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,358,Instr_ok/global.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,362,Instr_ok/global.set,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,369,Instr_ok/table.get,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,373,Instr_ok/table.set,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,377,Instr_ok/table.size,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,381,Instr_ok/table.grow,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,385,Instr_ok/table.fill,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,389,Instr_ok/table.copy,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,395,Instr_ok/table.init,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,401,Instr_ok/elem.drop,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,410,Memarg_ok,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,416,Instr_ok/memory.size,OtherRelationRule,translated_auto_or_partial,
wasm-3.0/2.3-validation.instructions.spectec,420,Instr_ok/memory.grow,OtherRelationRule,translated_auto_or_partial,
